,Store,Date,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Total_Sales,day,month,year,Type_B,Type_C
22565,3,2010-09-24,0,76.9,2.6239999999999997,0.0,0.0,0.0,0.0,0.0,214.90845159999998,7.346,355626.87000000005,4,9,2010,1,0
22630,3,2010-10-01,0,73.6,2.603,0.0,0.0,0.0,0.0,0.0,214.9846548,7.564,358784.1,4,10,2010,1,0
22692,3,2010-10-08,0,66.99,2.633,0.0,0.0,0.0,0.0,0.0,215.060858,7.564,395107.35,4,10,2010,1,0
22754,3,2010-10-15,0,69.71,2.72,0.0,0.0,0.0,0.0,0.0,215.1293114,7.564,345584.39,4,10,2010,1,0
22817,3,2010-10-22,0,71.64,2.725,0.0,0.0,0.0,0.0,0.0,215.17838999999998,7.564,348895.98000000004,4,10,2010,1,0
22880,3,2010-10-29,0,72.04,2.716,0.0,0.0,0.0,0.0,0.0,215.22746859999998,7.564,348591.74,4,10,2010,1,0
22944,3,2010-11-05,0,62.94,2.6889999999999996,0.0,0.0,0.0,0.0,0.0,215.2765472,7.564,423175.56,4,11,2010,1,0
23007,3,2010-11-12,0,62.79,2.728,0.0,0.0,0.0,0.0,0.0,215.32562579999998,7.564,386635.03,4,11,2010,1,0
23071,3,2010-11-19,0,57.72,2.7710000000000004,0.0,0.0,0.0,0.0,0.0,215.2074519,7.564,372545.31999999995,4,11,2010,1,0
23135,3,2010-11-26,1,68.71,2.735,0.0,0.0,0.0,0.0,0.0,215.06140249999999,7.564,565567.8400000001,4,11,2010,1,0
23198,3,2010-12-03,0,53.76,2.708,0.0,0.0,0.0,0.0,0.0,214.9153531,7.564,476420.77,4,12,2010,1,0
23261,3,2010-12-10,0,51.13,2.843,0.0,0.0,0.0,0.0,0.0,214.7693037,7.564,467642.03,4,12,2010,1,0
23325,3,2010-12-17,0,52.2,2.8689999999999998,0.0,0.0,0.0,0.0,0.0,214.704919,7.564,498159.39,4,12,2010,1,0
23390,3,2010-12-24,0,57.16,2.886,0.0,0.0,0.0,0.0,0.0,214.70178280000002,7.564,605990.41,4,12,2010,1,0
23454,3,2010-12-31,1,53.2,2.943,0.0,0.0,0.0,0.0,0.0,214.6986466,7.564,382677.76000000007,4,12,2010,1,0
23516,3,2011-01-07,0,53.35,2.9760000000000004,0.0,0.0,0.0,0.0,0.0,214.69551040000002,7.551,378241.33999999997,4,1,2011,1,0
23579,3,2011-01-14,0,44.76,2.983,0.0,0.0,0.0,0.0,0.0,214.74707290000003,7.551,381061.1,4,1,2011,1,0
23641,3,2011-01-21,0,50.74,3.016,0.0,0.0,0.0,0.0,0.0,215.1268275,7.551,350876.7,4,1,2011,1,0
23704,3,2011-01-28,0,48.71,3.01,0.0,0.0,0.0,0.0,0.0,215.5065821,7.551,364866.24,4,1,2011,1,0
23767,3,2011-02-04,0,45.95,2.989,0.0,0.0,0.0,0.0,0.0,215.88633670000002,7.551,438516.52999999997,4,2,2011,1,0
23830,3,2011-02-11,1,43.57,3.022,0.0,0.0,0.0,0.0,0.0,216.26609130000003,7.551,430526.20999999996,4,2,2011,1,0
23892,3,2011-02-18,0,61.58,3.045,0.0,0.0,0.0,0.0,0.0,216.5843571,7.551,432782.0999999999,4,2,2011,1,0
23955,3,2011-02-25,0,67.4,3.065,0.0,0.0,0.0,0.0,0.0,216.8780275,7.551,397211.19,4,2,2011,1,0
24018,3,2011-03-04,0,65.11,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,217.17169790000003,7.551,437084.51,4,3,2011,1,0
24081,3,2011-03-11,0,61.29,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,217.46536830000002,7.551,404753.2999999999,4,3,2011,1,0
24144,3,2011-03-18,0,69.47,3.488,0.0,0.0,0.0,0.0,0.0,217.72352259999997,7.551,392109.50999999995,4,3,2011,1,0
24207,3,2011-03-25,0,72.94,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,217.96747050000002,7.551,380683.6699999999,4,3,2011,1,0
24270,3,2011-04-01,0,68.76,3.5239999999999996,0.0,0.0,0.0,0.0,0.0,218.21141839999999,7.574,374556.08,4,4,2011,1,0
24333,3,2011-04-08,0,72.55,3.622,0.0,0.0,0.0,0.0,0.0,218.4553663,7.574,384075.30999999994,4,4,2011,1,0
24396,3,2011-04-15,0,75.88,3.7430000000000003,0.0,0.0,0.0,0.0,0.0,218.6788642,7.574,366250.68999999994,4,4,2011,1,0
24457,3,2011-04-22,0,76.91,3.807,0.0,0.0,0.0,0.0,0.0,218.851237,7.574,391860.04000000015,4,4,2011,1,0
24520,3,2011-04-29,0,78.69,3.81,0.0,0.0,0.0,0.0,0.0,219.0236099,7.574,367405.3999999999,4,4,2011,1,0
24582,3,2011-05-06,0,69.45,3.906,0.0,0.0,0.0,0.0,0.0,219.1959827,7.574,413042.12,4,5,2011,1,0
24646,3,2011-05-13,0,79.87,3.8989999999999996,0.0,0.0,0.0,0.0,0.0,219.36835559999997,7.574,386312.68,4,5,2011,1,0
24709,3,2011-05-20,0,75.79,3.907,0.0,0.0,0.0,0.0,0.0,219.127216,7.574,364603.13,4,5,2011,1,0
24773,3,2011-05-27,0,84.41,3.786,0.0,0.0,0.0,0.0,0.0,218.8860765,7.574,369350.6,4,5,2011,1,0
24837,3,2011-06-03,0,84.29,3.699,0.0,0.0,0.0,0.0,0.0,218.6449369,7.574,394507.83999999997,4,6,2011,1,0
24900,3,2011-06-10,0,84.84,3.648,0.0,0.0,0.0,0.0,0.0,218.4037974,7.574,391638.75,4,6,2011,1,0
24962,3,2011-06-17,0,86.96,3.637,0.0,0.0,0.0,0.0,0.0,218.35517480000001,7.574,403423.33999999997,4,6,2011,1,0
25023,3,2011-06-24,0,84.94,3.594,0.0,0.0,0.0,0.0,0.0,218.45094,7.574,385520.71,4,6,2011,1,0
25085,3,2011-07-01,0,85.1,3.5239999999999996,0.0,0.0,0.0,0.0,0.0,218.54670519999996,7.567,368962.72,4,7,2011,1,0
25145,3,2011-07-08,0,85.38,3.48,0.0,0.0,0.0,0.0,0.0,218.64247039999998,7.567,395146.23999999993,4,7,2011,1,0
25207,3,2011-07-15,0,87.14,3.575,0.0,0.0,0.0,0.0,0.0,218.7275216,7.567,373454.3300000001,4,7,2011,1,0
25270,3,2011-07-22,0,86.19,3.6510000000000002,0.0,0.0,0.0,0.0,0.0,218.78578810000002,7.567,360617.36999999994,4,7,2011,1,0
25331,3,2011-07-29,0,88.07,3.682,0.0,0.0,0.0,0.0,0.0,218.8440545,7.567,345381.29,4,7,2011,1,0
25394,3,2011-08-05,0,88.45,3.6839999999999997,0.0,0.0,0.0,0.0,0.0,218.90232090000003,7.567,409981.25,4,8,2011,1,0
25455,3,2011-08-12,0,88.88,3.638,0.0,0.0,0.0,0.0,0.0,218.96058730000001,7.567,380376.85000000003,4,8,2011,1,0
25517,3,2011-08-19,0,88.44,3.554,0.0,0.0,0.0,0.0,0.0,219.023271,7.567,379716.91,4,8,2011,1,0
25578,3,2011-08-26,0,87.67,3.523,0.0,0.0,0.0,0.0,0.0,219.08669080000004,7.567,366367.55000000005,4,8,2011,1,0
25639,3,2011-09-02,0,89.12,3.533,0.0,0.0,0.0,0.0,0.0,219.1501106,7.567,375988.69000000006,4,9,2011,1,0
25701,3,2011-09-09,1,81.72,3.5460000000000003,0.0,0.0,0.0,0.0,0.0,219.21353050000002,7.567,377347.49,4,9,2011,1,0
25762,3,2011-09-16,0,83.63,3.5260000000000002,0.0,0.0,0.0,0.0,0.0,219.3972867,7.567,375629.50999999995,4,9,2011,1,0
25825,3,2011-09-23,0,80.19,3.467,0.0,0.0,0.0,0.0,0.0,219.7414914,7.567,365248.94,4,9,2011,1,0
25888,3,2011-09-30,0,82.58,3.355,0.0,0.0,0.0,0.0,0.0,220.08569599999998,7.567,368477.93000000005,4,9,2011,1,0
25950,3,2011-10-07,0,75.54,3.285,0.0,0.0,0.0,0.0,0.0,220.42990069999996,7.197,403342.4,4,10,2011,1,0
26014,3,2011-10-14,0,73.75,3.2739999999999996,0.0,0.0,0.0,0.0,0.0,220.74861669999999,7.197,368282.56999999995,4,10,2011,1,0
26078,3,2011-10-21,0,69.03,3.353,0.0,0.0,0.0,0.0,0.0,220.9144005,7.197,394976.36,4,10,2011,1,0
26142,3,2011-10-28,0,71.04,3.372,0.0,0.0,0.0,0.0,0.0,221.08018419999996,7.197,389540.62,4,10,2011,1,0
26208,3,2011-11-04,0,59.31,3.332,0.0,0.0,0.0,0.0,0.0,221.245968,7.197,459443.22000000003,4,11,2011,1,0
26273,3,2011-11-11,0,61.7,3.2969999999999997,8787.59,2006.62,200.01,570.57,1005.33,221.4117517,7.197,407764.25,4,11,2011,1,0
26338,3,2011-11-18,0,63.91,3.3080000000000003,1383.53,23.27,19.95,865.09,2926.05,221.6432852,7.197,398838.97,4,11,2011,1,0
26402,3,2011-11-25,1,68.0,3.236,41.74,10.47,37612.74,0.0,135.16,221.9011185,7.197,556925.19,4,11,2011,1,0
26467,3,2011-12-02,0,54.97,3.1719999999999997,850.86,18.94,781.71,394.29,7297.1,222.15895189999998,7.197,472511.32,4,12,2011,1,0
26533,3,2011-12-09,0,49.26,3.158,4059.38,6.47,123.42,833.44,3018.08,222.4167852,7.197,468772.80000000005,4,12,2011,1,0
26599,3,2011-12-16,0,57.95,3.159,1864.61,0.0,170.36,187.42,1500.38,222.6426418,7.197,510747.62000000005,4,12,2011,1,0
26665,3,2011-12-23,0,53.41,3.112,89.98,0.24,411.52,0.0,586.66,222.8258628,7.197,551221.21,4,12,2011,1,0
26731,3,2011-12-30,1,48.29,3.1289999999999996,1449.16,14356.07,66.66,81.43,777.35,223.0090839,7.197,410553.88,4,12,2011,1,0
26796,3,2012-01-06,0,52.42,3.157,3824.22,9389.98,15.0,415.36,1476.85,223.1923049,6.832999999999999,398178.20999999996,4,1,2012,1,0
26860,3,2012-01-13,0,51.86,3.261,3927.76,3323.64,0.0,226.97,1725.19,223.3755259,6.832999999999999,367438.62000000005,4,1,2012,1,0
26923,3,2012-01-20,0,56.2,3.2680000000000002,720.82,1629.26,1.46,16.05,799.5,223.47005519999996,6.832999999999999,365818.61,4,1,2012,1,0
26988,3,2012-01-27,0,58.06,3.29,774.55,349.99,0.0,4.0,328.72,223.56458450000002,6.832999999999999,349518.1,4,1,2012,1,0
27052,3,2012-02-03,0,59.33,3.36,9667.5,268.29,0.6,8368.15,804.24,223.6591137,6.832999999999999,424960.66000000003,4,2,2012,1,0
27116,3,2012-02-10,1,51.65,3.409,8687.47,1594.87,2.2,2144.87,2577.83,223.753643,6.832999999999999,473292.47,4,2,2012,1,0
27180,3,2012-02-17,0,52.39,3.51,2706.87,3128.74,1.88,2396.68,1631.28,223.9170153,6.832999999999999,475591.07999999996,4,2,2012,1,0
27246,3,2012-02-24,0,60.12,3.555,6129.28,1802.84,0.0,301.48,1929.71,224.1320199,6.832999999999999,418925.47000000003,4,2,2012,1,0
27308,3,2012-03-02,0,61.65,3.63,3552.58,601.32,0.0,2666.22,1524.87,224.3470245,6.832999999999999,469752.55999999994,4,3,2012,1,0
27372,3,2012-03-09,0,60.71,3.6689999999999996,8368.5,298.46,1.39,1340.29,1416.22,224.56202909999996,6.832999999999999,445162.05,4,3,2012,1,0
27436,3,2012-03-16,0,64.0,3.734,2588.06,80.89,3.2,909.76,491.83,224.71669530000003,6.832999999999999,411775.8,4,3,2012,1,0
27501,3,2012-03-23,0,66.53,3.787,737.08,36.1,1.43,92.11,583.9,224.79091040000003,6.832999999999999,413907.25,4,3,2012,1,0
27564,3,2012-03-30,0,69.36,3.845,825.1,99.83,1.25,113.25,388.39,224.8651254,6.832999999999999,407488.83999999997,4,3,2012,1,0
27627,3,2012-04-06,0,73.01,3.891,4433.71,0.0,24.45,1282.3,1062.83,224.9393405,6.664,503232.12999999995,4,4,2012,1,0
27690,3,2012-04-13,0,72.83,3.891,5359.22,1673.42,3.0,682.03,1371.55,225.0135556,6.664,420789.74000000005,4,4,2012,1,0
27755,3,2012-04-20,0,72.05,3.877,2784.82,130.68,1.75,425.29,904.8,225.06895409999998,6.664,434822.13,4,4,2012,1,0
27819,3,2012-04-27,0,73.39,3.8139999999999996,1178.7,0.0,2.95,36.5,351.97,225.1243526,6.664,394616.11000000004,4,4,2012,1,0
27882,3,2012-05-04,0,79.51,3.7489999999999997,2430.23,0.0,30.92,1159.71,1432.53,225.1797511,6.664,439913.57000000007,4,5,2012,1,0
27944,3,2012-05-11,0,75.19,3.688,3794.95,0.0,0.25,813.77,618.46,225.23514959999997,6.664,431985.36,4,5,2012,1,0
28007,3,2012-05-18,0,72.38,3.63,3208.73,0.0,0.3,143.23,805.06,225.2512024,6.664,418112.76,4,5,2012,1,0
28071,3,2012-05-25,0,78.58,3.5610000000000004,3032.03,0.0,291.17,536.82,580.87,225.25151680000002,6.664,413701.2900000001,4,5,2012,1,0
28134,3,2012-06-01,0,81.55,3.5010000000000003,2664.55,10.0,220.03,618.49,1940.77,225.25183130000002,6.664,432268.5300000001,4,6,2012,1,0
28197,3,2012-06-08,0,81.65,3.452,5770.48,28.6,30.18,283.7,2093.48,225.25214580000002,6.664,446336.79999999993,4,6,2012,1,0
28259,3,2012-06-15,0,84.66,3.3930000000000002,2014.47,31.8,1.0,631.17,835.34,225.2644795,6.664,442074.79000000004,4,6,2012,1,0
28322,3,2012-06-22,0,82.7,3.346,1843.45,11.2,0.51,421.71,1743.54,225.30686150000002,6.664,419497.95000000007,4,6,2012,1,0
28384,3,2012-06-29,0,86.42,3.286,2297.32,8.0,0.0,395.28,1182.52,225.3492435,6.664,422965.33,4,6,2012,1,0
28445,3,2012-07-06,0,83.14,3.227,2625.99,30.7,28.16,703.16,1962.17,225.3916254,6.334,411206.50000000006,4,7,2012,1,0
28508,3,2012-07-13,0,82.28,3.2560000000000002,3196.9,20.8,2.02,302.29,451.1,225.4340074,6.334,416913.10000000003,4,7,2012,1,0
28570,3,2012-07-20,0,81.38,3.3110000000000004,1266.72,66.2,3.83,149.62,558.02,225.44388270000002,6.334,432424.85,4,7,2012,1,0
28633,3,2012-07-27,0,84.94,3.407,3447.28,31.0,2.46,1791.7,1107.97,225.4537579,6.334,389427.89999999997,4,7,2012,1,0
28695,3,2012-08-03,0,86.55,3.417,5683.49,37.2,0.04,2484.22,639.29,225.4636332,6.334,419990.2899999999,4,8,2012,1,0
28758,3,2012-08-10,0,85.85,3.4939999999999998,3375.44,28.4,2.4,1880.43,555.9,225.4735085,6.334,391811.6,4,8,2012,1,0
28821,3,2012-08-17,0,87.36,3.571,990.08,44.2,0.0,401.46,430.69,225.55586639999999,6.334,394918.83,4,8,2012,1,0
28883,3,2012-08-24,0,83.01,3.62,3062.02,26.8,0.0,1004.51,1285.29,225.6925864,6.334,412449.67000000004,4,8,2012,1,0
28946,3,2012-08-31,0,85.18,3.638,6599.69,27.8,24.7,1743.76,428.74,225.8293063,6.334,408838.73,4,8,2012,1,0
29008,3,2012-09-07,1,84.99,3.73,2266.83,19.0,8.31,419.87,926.86,225.96602630000004,6.334,408229.73,4,9,2012,1,0
29072,3,2012-09-14,0,78.36,3.717,3589.7,0.0,3.72,2080.29,1760.69,226.11220669999997,6.334,407589.16,4,9,2012,1,0
29134,3,2012-09-21,0,72.78,3.721,3233.34,1.91,7.69,878.66,1602.11,226.31514959999998,6.334,414392.09,4,9,2012,1,0
29197,3,2012-09-28,0,77.46,3.6660000000000004,2493.82,0.0,1.5,890.65,715.52,226.5180926,6.334,389813.02,4,9,2012,1,0
29261,3,2012-10-05,0,72.74,3.617,1750.8,0.0,3.01,480.24,646.82,226.72103560000002,6.034,443557.65,4,10,2012,1,0
29325,3,2012-10-12,0,70.31,3.6010000000000004,775.31,0.0,2.78,498.54,328.16,226.9239785,6.034,410804.39,4,10,2012,1,0
29390,3,2012-10-19,0,73.44,3.594,629.25,0.0,7.5,75.11,3010.32,226.96884419999998,6.034,424513.07999999996,4,10,2012,1,0
29454,3,2012-10-26,0,74.66,3.5060000000000002,370.99,6.35,4.0,5.94,180.07,226.9873637,6.034,405432.69999999995,4,10,2012,1,0
