,Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
20497,3,17,2010-02-05,3163.43,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20483,3,2,2010-02-05,17566.72,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20512,3,32,2010-02-05,6928.39,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20498,3,18,2010-02-05,2201.25,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20511,3,31,2010-02-05,1272.76,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20510,3,30,2010-02-05,1977.76,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20509,3,29,2010-02-05,1968.94,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20507,3,27,2010-02-05,947.0,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20506,3,26,2010-02-05,4652.78,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20508,3,28,2010-02-05,176.25,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20504,3,24,2010-02-05,2581.34,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20503,3,23,2010-02-05,10280.8,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20502,3,22,2010-02-05,4508.2,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20501,3,21,2010-02-05,1228.56,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20500,3,20,2010-02-05,1771.44,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20499,3,19,2010-02-05,764.14,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20505,3,25,2010-02-05,4787.5,0,B,37392,45.71,2.572,0.0,0.0,0.0,0.0,0.0,214.4248812,7.367999999999999
20588,3,47,2010-02-12,83.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20592,3,56,2010-02-12,1283.65,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20591,3,55,2010-02-12,7757.36,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20590,3,54,2010-02-12,112.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20589,3,52,2010-02-12,1109.2,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20587,3,46,2010-02-12,5176.71,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20580,3,35,2010-02-12,1609.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20585,3,42,2010-02-12,3032.16,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20584,3,41,2010-02-12,543.71,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20583,3,40,2010-02-12,19494.21,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20582,3,38,2010-02-12,112533.94,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20581,3,36,2010-02-12,419.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20593,3,59,2010-02-12,291.43,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20586,3,44,2010-02-12,2738.65,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20594,3,60,2010-02-12,132.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20602,3,85,2010-02-12,984.98,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20596,3,71,2010-02-12,1840.84,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20597,3,72,2010-02-12,37062.3,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20598,3,74,2010-02-12,3826.36,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20599,3,79,2010-02-12,8504.16,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20600,3,81,2010-02-12,1120.68,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20601,3,82,2010-02-12,5455.74,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20603,3,87,2010-02-12,1041.1,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20604,3,90,2010-02-12,1466.43,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20605,3,91,2010-02-12,145.43,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20606,3,92,2010-02-12,6532.07,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20607,3,94,2010-02-12,995.5,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20608,3,95,2010-02-12,11978.68,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20609,3,96,2010-02-12,3086.17,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20610,3,97,2010-02-12,200.63,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20595,3,67,2010-02-12,3670.03,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20579,3,34,2010-02-12,5754.5,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20562,3,17,2010-02-12,3916.9,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20577,3,32,2010-02-12,7313.39,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20578,3,33,2010-02-12,2991.55,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20547,3,1,2010-02-12,12748.72,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20548,3,2,2010-02-12,15177.3,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20549,3,3,2010-02-12,4887.08,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20550,3,4,2010-02-12,8489.46,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20551,3,5,2010-02-12,12981.72,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20552,3,6,2010-02-12,2605.51,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20553,3,7,2010-02-12,8087.19,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20554,3,8,2010-02-12,8134.91,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20556,3,10,2010-02-12,9630.52,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20557,3,11,2010-02-12,4987.86,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20558,3,12,2010-02-12,2471.91,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20559,3,13,2010-02-12,10785.3,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20560,3,14,2010-02-12,5336.32,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20561,3,16,2010-02-12,4451.31,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20555,3,9,2010-02-12,4043.26,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20563,3,18,2010-02-12,7812.75,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20575,3,30,2010-02-12,1637.5,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20574,3,29,2010-02-12,2015.5,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20573,3,28,2010-02-12,253.36,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20572,3,27,2010-02-12,818.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20571,3,26,2010-02-12,4237.58,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20570,3,25,2010-02-12,4179.75,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20576,3,31,2010-02-12,1149.0,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20568,3,23,2010-02-12,8957.69,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20567,3,22,2010-02-12,4195.53,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20566,3,21,2010-02-12,1052.41,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20565,3,20,2010-02-12,1423.02,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20564,3,19,2010-02-12,1025.06,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20569,3,24,2010-02-12,2949.98,1,B,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.57479159999997,7.367999999999999
20658,3,59,2010-02-19,346.92,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20657,3,56,2010-02-19,3164.15,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20656,3,55,2010-02-19,7875.38,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20655,3,54,2010-02-19,190.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20654,3,52,2010-02-19,1267.07,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20653,3,51,2010-02-19,9.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20650,3,44,2010-02-19,1210.29,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20651,3,45,2010-02-19,4.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20649,3,42,2010-02-19,4607.05,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20648,3,41,2010-02-19,493.54,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20647,3,40,2010-02-19,18574.54,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20646,3,38,2010-02-19,119958.78,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20659,3,60,2010-02-19,140.8,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20652,3,46,2010-02-19,5810.94,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20660,3,67,2010-02-19,2693.7,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20675,3,97,2010-02-19,174.93,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20662,3,72,2010-02-19,30252.66,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20663,3,74,2010-02-19,4792.59,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20664,3,79,2010-02-19,7428.5,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20665,3,81,2010-02-19,1050.78,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20666,3,82,2010-02-19,5489.78,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20667,3,85,2010-02-19,1083.55,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20668,3,87,2010-02-19,1435.91,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20669,3,90,2010-02-19,1447.61,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20670,3,91,2010-02-19,178.65,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20671,3,92,2010-02-19,6062.13,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20672,3,94,2010-02-19,1935.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20673,3,95,2010-02-19,11689.46,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20674,3,96,2010-02-19,3143.08,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20645,3,36,2010-02-19,37.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20661,3,71,2010-02-19,1586.42,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20644,3,35,2010-02-19,1492.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20625,3,16,2010-02-19,6472.84,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20642,3,33,2010-02-19,3728.69,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20612,3,2,2010-02-19,15676.11,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20613,3,3,2010-02-19,4461.75,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20614,3,4,2010-02-19,7824.13,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20615,3,5,2010-02-19,12577.82,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20616,3,6,2010-02-19,2767.05,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20617,3,7,2010-02-19,8767.34,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20618,3,8,2010-02-19,9049.87,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20619,3,9,2010-02-19,5073.94,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20620,3,10,2010-02-19,10805.61,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20621,3,11,2010-02-19,5528.31,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20622,3,12,2010-02-19,2292.06,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20623,3,13,2010-02-19,10945.53,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20624,3,14,2010-02-19,5136.54,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20626,3,17,2010-02-19,3237.2,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20611,3,1,2010-02-19,8918.31,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20628,3,19,2010-02-19,646.34,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20627,3,18,2010-02-19,3756.81,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20641,3,32,2010-02-19,9081.68,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20640,3,31,2010-02-19,748.96,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20639,3,30,2010-02-19,1801.64,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20638,3,29,2010-02-19,2206.5,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20637,3,28,2010-02-19,281.3,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20636,3,27,2010-02-19,753.0,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20643,3,34,2010-02-19,6298.83,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20634,3,25,2010-02-19,4237.5,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20633,3,24,2010-02-19,2431.3,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20632,3,23,2010-02-19,9342.67,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20631,3,22,2010-02-19,3323.17,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20630,3,21,2010-02-19,1273.03,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20629,3,20,2010-02-19,1837.09,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20635,3,26,2010-02-19,4733.06,0,B,37392,47.07,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,214.61988680000002,7.367999999999999
20720,3,55,2010-02-26,7297.01,0,B,37392,52.05,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,214.6475127,7.367999999999999
