,Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
187382,20,52,2010-02-05,2860.91,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187383,20,54,2010-02-05,551.0,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187384,20,55,2010-02-05,32362.95,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187385,20,56,2010-02-05,1890.5,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187386,20,58,2010-02-05,5320.0,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187388,20,60,2010-02-05,572.0,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187390,20,71,2010-02-05,20512.14,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187391,20,72,2010-02-05,173075.66,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187387,20,59,2010-02-05,1587.89,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187407,20,98,2010-02-05,21344.55,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187392,20,74,2010-02-05,26726.1,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187393,20,79,2010-02-05,54130.89,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187394,20,80,2010-02-05,43867.45,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187395,20,81,2010-02-05,33205.52,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187396,20,82,2010-02-05,25584.17,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187397,20,83,2010-02-05,8439.65,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187398,20,85,2010-02-05,3733.18,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187399,20,87,2010-02-05,51422.64,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187373,20,41,2010-02-05,1193.96,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187401,20,91,2010-02-05,109009.28,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187402,20,92,2010-02-05,195223.84,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187403,20,93,2010-02-05,58244.87,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187404,20,94,2010-02-05,63787.83,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187405,20,95,2010-02-05,162621.8,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187406,20,97,2010-02-05,28590.12,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187400,20,90,2010-02-05,114164.32,0,A,203742,25.92,2.784,0.0,0.0,0.0,0.0,0.0,204.2471935,8.187000000000001
187413,20,6,2010-02-12,9525.41,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187443,20,38,2010-02-12,96517.75,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187408,20,1,2010-02-12,52734.17,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187409,20,2,2010-02-12,67951.33,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187410,20,3,2010-02-12,9967.43,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187420,20,13,2010-02-12,49665.14,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187411,20,4,2010-02-12,45202.34,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187422,20,16,2010-02-12,14294.06,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187414,20,7,2010-02-12,33130.25,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187415,20,8,2010-02-12,70699.45,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187416,20,9,2010-02-12,24902.87,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187418,20,11,2010-02-12,33919.29,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187419,20,12,2010-02-12,4636.7,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187423,20,17,2010-02-12,19232.34,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187412,20,5,2010-02-12,55374.65,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187417,20,10,2010-02-12,57161.48,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187433,20,28,2010-02-12,607.88,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187441,20,36,2010-02-12,1177.5,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187421,20,14,2010-02-12,23168.73,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187432,20,27,2010-02-12,3330.63,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187426,20,21,2010-02-12,14986.54,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187427,20,22,2010-02-12,16298.3,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187428,20,23,2010-02-12,29379.96,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187429,20,24,2010-02-12,6171.13,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187430,20,25,2010-02-12,21097.92,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187431,20,26,2010-02-12,12534.14,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187435,20,30,2010-02-12,7138.63,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187434,20,29,2010-02-12,9331.86,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187436,20,31,2010-02-12,3839.92,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187437,20,32,2010-02-12,20369.77,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187438,20,33,2010-02-12,7281.03,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187439,20,34,2010-02-12,20074.5,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187425,20,20,2010-02-12,5541.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187440,20,35,2010-02-12,3006.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187442,20,37,2010-02-12,3573.5,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187470,20,87,2010-02-12,39647.76,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187444,20,40,2010-02-12,76095.63,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187460,20,71,2010-02-12,13880.4,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187447,20,44,2010-02-12,6249.03,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187448,20,46,2010-02-12,25717.83,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187449,20,48,2010-02-12,624.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187452,20,52,2010-02-12,2215.46,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187451,20,50,2010-02-12,2110.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187453,20,54,2010-02-12,661.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187454,20,55,2010-02-12,32788.19,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187455,20,56,2010-02-12,1531.4,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187456,20,58,2010-02-12,4127.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187457,20,59,2010-02-12,1292.72,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187458,20,60,2010-02-12,484.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187459,20,67,2010-02-12,24847.02,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187424,20,18,2010-02-12,13106.5,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187446,20,42,2010-02-12,4778.12,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187461,20,72,2010-02-12,141187.54,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187450,20,49,2010-02-12,15256.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187464,20,79,2010-02-12,42596.31,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187462,20,74,2010-02-12,19005.98,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187463,20,78,2010-02-12,12.0,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187465,20,80,2010-02-12,42351.81,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187466,20,81,2010-02-12,31166.86,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187467,20,82,2010-02-12,30875.34,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187468,20,83,2010-02-12,8285.44,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187471,20,90,2010-02-12,102924.19,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187472,20,91,2010-02-12,96070.44,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187469,20,85,2010-02-12,3189.01,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187474,20,93,2010-02-12,46958.04,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187475,20,94,2010-02-12,51887.15,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187476,20,95,2010-02-12,151611.46,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187477,20,97,2010-02-12,28959.01,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187478,20,98,2010-02-12,20326.59,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187445,20,41,2010-02-12,2421.52,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187473,20,92,2010-02-12,170043.55,1,A,203742,22.12,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187000000000001
187495,20,18,2010-02-19,8136.77,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187484,20,6,2010-02-19,10570.84,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187480,20,2,2010-02-19,78321.16,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187481,20,3,2010-02-19,12788.39,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187482,20,4,2010-02-19,49697.84,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187483,20,5,2010-02-19,60605.77,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187485,20,7,2010-02-19,36627.36,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187493,20,16,2010-02-19,12728.46,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187487,20,9,2010-02-19,20358.48,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187488,20,10,2010-02-19,49382.79,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187489,20,11,2010-02-19,26807.27,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187490,20,12,2010-02-19,5237.4,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187491,20,13,2010-02-19,57240.31,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187492,20,14,2010-02-19,27348.55,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187496,20,19,2010-02-19,16.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187486,20,8,2010-02-19,79592.54,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187479,20,1,2010-02-19,55649.79,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187506,20,29,2010-02-19,10476.33,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187513,20,36,2010-02-19,1440.5,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187494,20,17,2010-02-19,20092.86,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187499,20,22,2010-02-19,16040.95,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187500,20,23,2010-02-19,31841.88,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187501,20,24,2010-02-19,6737.53,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187502,20,25,2010-02-19,17859.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187503,20,26,2010-02-19,14928.51,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187504,20,27,2010-02-19,3022.91,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187505,20,28,2010-02-19,990.85,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187515,20,38,2010-02-19,107796.01,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187507,20,30,2010-02-19,7618.12,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187508,20,31,2010-02-19,3833.36,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187509,20,32,2010-02-19,21319.03,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187510,20,33,2010-02-19,8815.45,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187511,20,34,2010-02-19,21388.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187512,20,35,2010-02-19,4153.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187498,20,21,2010-02-19,15440.28,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187514,20,37,2010-02-19,4665.27,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187536,20,74,2010-02-19,25106.38,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187516,20,40,2010-02-19,89162.55,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187525,20,51,2010-02-19,13.56,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187533,20,67,2010-02-19,26630.47,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187519,20,44,2010-02-19,7730.54,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187520,20,45,2010-02-19,10.47,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187521,20,46,2010-02-19,32008.78,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187522,20,48,2010-02-19,3070.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187523,20,49,2010-02-19,27923.71,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187524,20,50,2010-02-19,4995.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187518,20,42,2010-02-19,6804.48,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187526,20,52,2010-02-19,3158.64,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187528,20,55,2010-02-19,35470.9,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187529,20,56,2010-02-19,2046.5,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187530,20,58,2010-02-19,2939.0,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187531,20,59,2010-02-19,2085.36,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187527,20,54,2010-02-19,761.97,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187534,20,71,2010-02-19,15021.02,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187551,20,98,2010-02-19,20364.15,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187532,20,60,2010-02-19,634.6,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187517,20,41,2010-02-19,3615.24,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187535,20,72,2010-02-19,122434.28,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
187537,20,79,2010-02-19,44140.93,0,A,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187000000000001
