,Store,Date,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Total_Sales,day,month,year,Type_B,Type_C
289061,30,2011-01-28,0,44.04,3.01,0.0,0.0,0.0,0.0,0.0,211.8552668,8.027999999999999,425989.04000000004,4,1,2011,0,1
289110,30,2011-02-04,0,36.33,2.989,0.0,0.0,0.0,0.0,0.0,212.22406459999996,8.027999999999999,490970.95000000007,4,2,2011,0,1
289158,30,2011-02-11,1,34.61,3.022,0.0,0.0,0.0,0.0,0.0,212.59286239999997,8.027999999999999,470921.24,4,2,2011,0,1
289205,30,2011-02-18,0,59.87,3.045,0.0,0.0,0.0,0.0,0.0,212.90331150000003,8.027999999999999,417070.51,4,2,2011,0,1
289255,30,2011-02-25,0,61.27,3.065,0.0,0.0,0.0,0.0,0.0,213.190421,8.027999999999999,432687.97000000003,4,2,2011,0,1
289304,30,2011-03-04,0,59.52,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.47753050000003,8.027999999999999,443334.70999999996,4,3,2011,0,1
289353,30,2011-03-11,0,54.69,3.4589999999999996,0.0,0.0,0.0,0.0,0.0,213.7646401,8.027999999999999,438529.81,4,3,2011,0,1
289403,30,2011-03-18,0,63.26,3.488,0.0,0.0,0.0,0.0,0.0,214.0156238,8.027999999999999,425470.83999999997,4,3,2011,0,1
289453,30,2011-03-25,0,70.33,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.25215730000002,8.027999999999999,431754.00999999995,4,3,2011,0,1
289506,30,2011-04-01,0,56.36,3.5239999999999996,0.0,0.0,0.0,0.0,0.0,214.48869080000003,7.931,437926.7900000001,4,4,2011,0,1
289559,30,2011-04-08,0,68.62,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,443889.5,4,4,2011,0,1
289615,30,2011-04-15,0,71.01,3.7430000000000003,0.0,0.0,0.0,0.0,0.0,214.9420631,7.931,426666.9199999999,4,4,2011,0,1
289668,30,2011-04-22,0,70.79,3.807,0.0,0.0,0.0,0.0,0.0,215.10966569999997,7.931,445358.73,4,4,2011,0,1
289720,30,2011-04-29,0,70.19,3.81,0.0,0.0,0.0,0.0,0.0,215.27726830000003,7.931,423687.1999999999,4,4,2011,0,1
289772,30,2011-05-06,0,61.87,3.906,0.0,0.0,0.0,0.0,0.0,215.44487090000004,7.931,438789.52,4,5,2011,0,1
289826,30,2011-05-13,0,75.04,3.8989999999999996,0.0,0.0,0.0,0.0,0.0,215.6124735,7.931,424614.58999999997,4,5,2011,0,1
289881,30,2011-05-20,0,68.36,3.907,0.0,0.0,0.0,0.0,0.0,215.38347779999998,7.931,435102.19999999995,4,5,2011,0,1
289932,30,2011-05-27,0,76.86,3.786,0.0,0.0,0.0,0.0,0.0,215.15448219999996,7.931,429305.82,4,5,2011,0,1
289984,30,2011-06-03,0,83.82,3.699,0.0,0.0,0.0,0.0,0.0,214.92548650000003,7.931,432808.48,4,6,2011,0,1
290035,30,2011-06-10,0,84.71,3.648,0.0,0.0,0.0,0.0,0.0,214.69649080000002,7.931,424697.05,4,6,2011,0,1
290087,30,2011-06-17,0,87.54,3.637,0.0,0.0,0.0,0.0,0.0,214.6513538,7.931,435481.02999999997,4,6,2011,0,1
290140,30,2011-06-24,0,85.72,3.594,0.0,0.0,0.0,0.0,0.0,214.7441108,7.931,422715.74,4,6,2011,0,1
290192,30,2011-07-01,0,87.57,3.5239999999999996,0.0,0.0,0.0,0.0,0.0,214.83686780000002,7.852,428782.37999999995,4,7,2011,0,1
290244,30,2011-07-08,0,89.16,3.48,0.0,0.0,0.0,0.0,0.0,214.9296249,7.852,419764.37,4,7,2011,0,1
290298,30,2011-07-15,0,91.05,3.575,0.0,0.0,0.0,0.0,0.0,215.0134426,7.852,420515.63000000006,4,7,2011,0,1
290349,30,2011-07-22,0,90.27,3.6510000000000002,0.0,0.0,0.0,0.0,0.0,215.0749122,7.852,423441.76,4,7,2011,0,1
290401,30,2011-07-29,0,91.56,3.682,0.0,0.0,0.0,0.0,0.0,215.1363819,7.852,414245.96,4,7,2011,0,1
290451,30,2011-08-05,0,94.22,3.6839999999999997,0.0,0.0,0.0,0.0,0.0,215.1978515,7.852,431798.64,4,8,2011,0,1
290501,30,2011-08-12,0,92.32,3.638,0.0,0.0,0.0,0.0,0.0,215.25932110000002,7.852,412224.67,4,8,2011,0,1
290553,30,2011-08-19,0,90.11,3.554,0.0,0.0,0.0,0.0,0.0,215.3229307,7.852,414450.61000000004,4,8,2011,0,1
290605,30,2011-08-26,0,92.07,3.523,0.0,0.0,0.0,0.0,0.0,215.38689700000003,7.852,387944.83,4,8,2011,0,1
290654,30,2011-09-02,0,91.94,3.533,0.0,0.0,0.0,0.0,0.0,215.4508632,7.852,369722.31999999995,4,9,2011,0,1
290706,30,2011-09-09,1,78.87,3.5460000000000003,0.0,0.0,0.0,0.0,0.0,215.5148295,7.852,370897.82,4,9,2011,0,1
290754,30,2011-09-16,0,80.62,3.5260000000000002,0.0,0.0,0.0,0.0,0.0,215.6944378,7.852,382914.66,4,9,2011,0,1
290804,30,2011-09-23,0,75.68,3.467,0.0,0.0,0.0,0.0,0.0,216.02823560000002,7.852,391837.56,4,9,2011,0,1
290853,30,2011-09-30,0,78.91,3.355,0.0,0.0,0.0,0.0,0.0,216.3620333,7.852,387001.13,4,9,2011,0,1
290901,30,2011-10-07,0,71.64,3.285,0.0,0.0,0.0,0.0,0.0,216.69583109999996,7.441,417528.26000000007,4,10,2011,0,1
290948,30,2011-10-14,0,69.79,3.2739999999999996,0.0,0.0,0.0,0.0,0.0,217.0048261,7.441,410711.99,4,10,2011,0,1
290994,30,2011-10-21,0,65.16,3.353,0.0,0.0,0.0,0.0,0.0,217.1650042,7.441,428958.53,4,10,2011,0,1
291042,30,2011-10-28,0,65.46,3.372,0.0,0.0,0.0,0.0,0.0,217.3251824,7.441,426151.87999999995,4,10,2011,0,1
291091,30,2011-11-04,0,56.01,3.332,0.0,0.0,0.0,0.0,0.0,217.48536049999998,7.441,432359.04000000004,4,11,2011,0,1
291139,30,2011-11-11,0,59.8,3.2969999999999997,42.28,276.94,14.54,0.0,3508.88,217.6455387,7.441,409686.62999999995,4,11,2011,0,1
291187,30,2011-11-18,0,61.9,3.3080000000000003,679.88,97.38,0.0,38.35,1143.98,217.86702180000003,7.441,436462.62999999995,4,11,2011,0,1
291239,30,2011-11-25,1,56.43,3.236,19.97,0.0,0.0,0.0,477.74,218.1130269,7.441,452163.9300000001,4,11,2011,0,1
291291,30,2011-12-02,0,48.72,3.1719999999999997,23.47,0.0,4.7,0.0,1257.19,218.35903190000002,7.441,412385.75,4,12,2011,0,1
291343,30,2011-12-09,0,41.44,3.158,1.5,0.0,3.41,0.0,1774.78,218.605037,7.441,436741.02,4,12,2011,0,1
291395,30,2011-12-16,0,50.56,3.159,0.0,0.0,11.1,0.0,602.44,218.82179280000003,7.441,441265.08,4,12,2011,0,1
291448,30,2011-12-23,0,46.54,3.112,245.83,0.0,12.5,2.52,2951.23,218.9995495,7.441,492022.68,4,12,2011,0,1
291499,30,2011-12-30,1,45.16,3.1289999999999996,782.67,2027.77,0.0,35.28,239.99,219.1773063,7.441,376777.45000000007,4,12,2011,0,1
291550,30,2012-01-06,0,48.1,3.157,594.21,1905.66,91.16,4.92,855.1,219.355063,7.057,457030.86000000004,4,1,2012,0,1
291600,30,2012-01-13,0,45.0,3.261,157.23,452.88,51.64,0.0,916.52,219.53281980000003,7.057,447023.91,4,1,2012,0,1
291650,30,2012-01-20,0,52.21,3.2680000000000002,1084.35,3.47,36.96,0.0,344.93,219.6258417,7.057,438760.62,4,1,2012,0,1
291700,30,2012-01-27,0,50.79,3.29,246.62,0.0,49.06,42.84,421.39,219.7188636,7.057,433037.66000000003,4,1,2012,0,1
291752,30,2012-02-03,0,55.83,3.36,843.22,2.82,64.81,192.66,2393.21,219.81188540000002,7.057,434080.74,4,2,2012,0,1
291805,30,2012-02-10,1,46.52,3.409,2098.64,4.0,52.55,0.0,1923.82,219.90490730000002,7.057,451365.9900000001,4,2,2012,0,1
291858,30,2012-02-17,0,45.03,3.51,95.88,745.13,11.88,0.0,2043.43,220.06519930000002,7.057,435109.11000000004,4,2,2012,0,1
291909,30,2012-02-24,0,54.81,3.555,1192.83,557.62,0.0,13.5,1342.2,220.27594399999998,7.057,425215.71,4,2,2012,0,1
291961,30,2012-03-02,0,59.3,3.63,1080.76,0.02,1.39,63.5,1031.3,220.4866886,7.057,438640.6100000001,4,3,2012,0,1
292015,30,2012-03-09,0,57.16,3.6689999999999996,639.83,0.0,0.49,144.18,3286.61,220.6974332,7.057,446617.89,4,3,2012,0,1
292068,30,2012-03-16,0,63.39,3.734,301.14,0.0,0.0,0.0,2536.55,220.84984680000002,7.057,413617.45,4,3,2012,0,1
292118,30,2012-03-23,0,62.96,3.787,349.9,0.5,0.34,0.0,2099.05,220.9244858,7.057,430222.9699999999,4,3,2012,0,1
292170,30,2012-03-30,0,67.87,3.845,380.37,0.5,0.0,0.0,1080.75,220.9991248,7.057,449603.91000000003,4,3,2012,0,1
292221,30,2012-04-06,0,69.02,3.891,21.39,0.0,4.09,0.0,2364.16,221.07376380000002,6.891,461511.92,4,4,2012,0,1
292273,30,2012-04-13,0,69.03,3.891,48.96,856.15,12.0,0.0,699.85,221.14840279999999,6.891,428784.7,4,4,2012,0,1
292324,30,2012-04-20,0,66.97,3.877,72.85,692.6,0.7,0.0,369.74,221.2021074,6.891,462909.41,4,4,2012,0,1
292375,30,2012-04-27,0,69.21,3.8139999999999996,60.07,0.0,3.21,0.0,1112.14,221.25581200000002,6.891,433744.82999999996,4,4,2012,0,1
292424,30,2012-05-04,0,77.53,3.7489999999999997,1136.36,0.0,19.09,14.33,2003.64,221.30951659999997,6.891,454477.54,4,5,2012,0,1
292473,30,2012-05-11,0,74.14,3.688,701.89,0.0,2.28,0.0,1487.23,221.36322119999997,6.891,436070.44999999995,4,5,2012,0,1
292521,30,2012-05-18,0,72.42,3.63,57.13,0.0,0.0,0.0,857.91,221.380331,6.891,460945.14,4,5,2012,0,1
292569,30,2012-05-25,0,79.49,3.5610000000000004,175.64,0.0,0.0,0.0,2534.54,221.3828029,6.891,449355.91000000003,4,5,2012,0,1
292616,30,2012-06-01,0,79.24,3.5010000000000003,553.39,0.0,0.0,0.0,7048.24,221.38527480000002,6.891,427021.18,4,6,2012,0,1
292666,30,2012-06-08,0,79.47,3.452,359.6,0.0,3.75,0.0,3721.71,221.38774669999998,6.891,437222.94,4,6,2012,0,1
292715,30,2012-06-15,0,81.51,3.3930000000000002,370.16,0.0,3.01,10.16,1042.83,221.4009901,6.891,438523.24,4,6,2012,0,1
292763,30,2012-06-22,0,81.78,3.346,292.53,0.0,0.0,0.0,3749.16,221.4411622,6.891,428554.62999999995,4,6,2012,0,1
292812,30,2012-06-29,0,88.05,3.286,57.9,0.0,0.0,0.0,1773.54,221.48133430000004,6.891,423192.4,4,6,2012,0,1
292860,30,2012-07-06,0,85.26,3.227,799.32,0.0,2.35,2.96,2510.56,221.52150640000002,6.565,440553.42000000004,4,7,2012,0,1
292910,30,2012-07-13,0,82.51,3.2560000000000002,200.86,0.0,4.08,0.0,7547.27,221.5616784,6.565,417640.34,4,7,2012,0,1
292960,30,2012-07-20,0,84.25,3.3110000000000004,164.49,0.0,2.82,0.0,2012.83,221.5701123,6.565,427491.04000000004,4,7,2012,0,1
293011,30,2012-07-27,0,88.09,3.407,92.13,0.0,0.24,0.0,3727.76,221.5785461,6.565,424581.17000000004,4,7,2012,0,1
293061,30,2012-08-03,0,91.57,3.417,283.01,0.0,2.46,1.88,2833.5,221.58697990000002,6.565,425136.55,4,8,2012,0,1
293109,30,2012-08-10,0,89.57,3.4939999999999998,971.97,0.0,1.03,52.96,2168.04,221.59541380000002,6.565,430878.27999999997,4,8,2012,0,1
293159,30,2012-08-17,0,85.55,3.571,168.82,0.0,2.13,0.0,1321.3,221.67514590000002,6.565,423351.15,4,8,2012,0,1
293207,30,2012-08-24,0,77.72,3.62,338.75,0.0,6.52,10.05,1731.98,221.80835180000003,6.565,425296.6500000001,4,8,2012,0,1
293258,30,2012-08-31,0,83.58,3.638,394.74,0.0,4.9,134.07,1892.82,221.94155759999998,6.565,439132.5,4,8,2012,0,1
293310,30,2012-09-07,1,88.4,3.73,223.74,0.0,124.14,33.14,1987.38,222.0747635,6.565,433565.7700000001,4,9,2012,0,1
293361,30,2012-09-14,0,76.1,3.717,1085.92,0.0,29.23,0.0,2115.61,222.2174395,6.565,437773.30999999994,4,9,2012,0,1
293411,30,2012-09-21,0,71.54,3.721,1046.34,0.0,0.0,69.2,1258.49,222.41693619999998,6.565,443891.63999999996,4,9,2012,0,1
293459,30,2012-09-28,0,80.38,3.6660000000000004,212.08,0.0,0.0,0.0,1525.32,222.61643289999998,6.565,425410.04000000004,4,9,2012,0,1
293508,30,2012-10-05,0,70.28,3.617,0.0,0.0,3.02,0.0,755.8,222.8159296,6.17,446751.44999999995,4,10,2012,0,1
293557,30,2012-10-12,0,61.53,3.6010000000000004,15.88,0.0,5.2,0.0,3374.4,223.01542630000003,6.17,434593.26,4,10,2012,0,1
293606,30,2012-10-19,0,68.52,3.594,37.11,0.0,0.15,0.0,1030.33,223.0598077,6.17,437537.29,4,10,2012,0,1
293655,30,2012-10-26,0,70.5,3.5060000000000002,150.46,1.75,0.0,0.0,367.83,223.0783366,6.17,439424.5,4,10,2012,0,1
