,Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
286598,30,98,2010-02-05,3427.09,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286599,30,99,2010-02-05,0.02,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286575,30,52,2010-02-05,41.26,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286574,30,46,2010-02-05,7854.32,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286585,30,81,2010-02-05,12982.66,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286572,30,42,2010-02-05,68.33,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286573,30,44,2010-02-05,14.29,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286550,30,3,2010-02-05,1052.98,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286551,30,4,2010-02-05,14058.94,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286552,30,5,2010-02-05,318.0,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286553,30,6,2010-02-05,4.64,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286554,30,7,2010-02-05,434.84,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286555,30,8,2010-02-05,13333.96,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286556,30,9,2010-02-05,28.13,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286557,30,10,2010-02-05,178.33,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286558,30,11,2010-02-05,1255.03,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286559,30,12,2010-02-05,76.89,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286560,30,13,2010-02-05,12059.2,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286549,30,2,2010-02-05,12745.86,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286562,30,16,2010-02-05,974.31,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286561,30,14,2010-02-05,1134.75,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286570,30,38,2010-02-05,62401.01,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286569,30,32,2010-02-05,-12.99,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286568,30,31,2010-02-05,74.96,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286567,30,28,2010-02-05,131.5,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286571,30,40,2010-02-05,24022.09,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286565,30,21,2010-02-05,2248.19,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286564,30,18,2010-02-05,611.2,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286563,30,17,2010-02-05,198.01,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286566,30,25,2010-02-05,30.25,0,C,42988,39.05,2.572,0.0,0.0,0.0,0.0,0.0,210.75260530000003,8.324
286636,30,82,2010-02-12,3728.28,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286628,30,59,2010-02-12,173.88,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286629,30,60,2010-02-12,880.0,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286630,30,67,2010-02-12,3214.97,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286631,30,72,2010-02-12,130.39,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286632,30,74,2010-02-12,413.34,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286633,30,79,2010-02-12,5833.77,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286627,30,52,2010-02-12,31.85,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286634,30,80,2010-02-12,8137.09,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286635,30,81,2010-02-12,14136.45,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286637,30,83,2010-02-12,2794.7,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286642,30,92,2010-02-12,67502.19,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286639,30,87,2010-02-12,219.56,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286640,30,90,2010-02-12,42409.34,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286641,30,91,2010-02-12,38355.86,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286643,30,93,2010-02-12,25858.26,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286644,30,94,2010-02-12,26676.22,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286645,30,95,2010-02-12,52885.46,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286646,30,96,2010-02-12,22095.06,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286647,30,97,2010-02-12,15431.28,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286648,30,98,2010-02-12,4667.56,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286626,30,46,2010-02-12,6718.15,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286638,30,85,2010-02-12,12.9,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286625,30,44,2010-02-12,7.0,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286610,30,11,2010-02-12,1009.76,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286623,30,41,2010-02-12,14.0,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286624,30,42,2010-02-12,49.78,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286601,30,2,2010-02-12,12656.61,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286602,30,3,2010-02-12,983.75,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286603,30,4,2010-02-12,14635.18,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286604,30,5,2010-02-12,290.0,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286605,30,6,2010-02-12,26.16,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286606,30,7,2010-02-12,333.32,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286607,30,8,2010-02-12,13331.79,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286608,30,9,2010-02-12,2.34,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286609,30,10,2010-02-12,172.9,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286611,30,12,2010-02-12,59.35,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286600,30,1,2010-02-12,14346.05,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286622,30,40,2010-02-12,23522.49,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286613,30,14,2010-02-12,1310.84,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286614,30,16,2010-02-12,1434.73,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286615,30,17,2010-02-12,239.85,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286616,30,18,2010-02-12,1775.3,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286617,30,21,2010-02-12,2152.03,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286618,30,25,2010-02-12,36.5,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286619,30,28,2010-02-12,168.25,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286620,30,31,2010-02-12,157.0,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286621,30,38,2010-02-12,53977.43,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286612,30,13,2010-02-12,12375.6,1,C,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324
286683,30,80,2010-02-19,6774.54,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286682,30,79,2010-02-19,6044.4,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286681,30,74,2010-02-19,512.26,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286680,30,72,2010-02-19,71.0,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286675,30,52,2010-02-19,61.52,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286678,30,60,2010-02-19,1091.2,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286677,30,59,2010-02-19,168.57,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286676,30,55,2010-02-19,5.0,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286684,30,81,2010-02-19,11624.11,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286679,30,67,2010-02-19,3526.89,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286685,30,82,2010-02-19,3739.67,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286691,30,92,2010-02-19,55925.03,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286687,30,85,2010-02-19,44.85,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286688,30,87,2010-02-19,143.56,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286689,30,90,2010-02-19,36250.88,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286690,30,91,2010-02-19,32836.35,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286692,30,93,2010-02-19,21633.65,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286693,30,94,2010-02-19,28403.65,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286694,30,95,2010-02-19,44857.79,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286695,30,96,2010-02-19,17074.87,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286696,30,97,2010-02-19,13058.64,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286697,30,98,2010-02-19,3895.86,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286686,30,83,2010-02-19,2520.46,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286674,30,46,2010-02-19,7308.87,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286660,30,12,2010-02-19,67.3,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286672,30,42,2010-02-19,38.77,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286649,30,1,2010-02-19,12321.18,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286650,30,2,2010-02-19,13227.79,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286651,30,3,2010-02-19,864.82,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286652,30,4,2010-02-19,13963.17,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286653,30,5,2010-02-19,307.5,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286654,30,6,2010-02-19,96.53,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286655,30,7,2010-02-19,390.12,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286656,30,8,2010-02-19,12495.44,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286657,30,9,2010-02-19,41.26,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286658,30,10,2010-02-19,205.17,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286659,30,11,2010-02-19,656.03,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286673,30,44,2010-02-19,18.75,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286661,30,13,2010-02-19,13319.25,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286662,30,14,2010-02-19,953.83,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286663,30,16,2010-02-19,1288.46,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286664,30,17,2010-02-19,267.4,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286665,30,18,2010-02-19,693.16,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286666,30,21,2010-02-19,2281.97,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286667,30,25,2010-02-19,39.0,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286668,30,28,2010-02-19,224.0,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286669,30,32,2010-02-19,42.83,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286670,30,38,2010-02-19,67650.63,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286671,30,40,2010-02-19,24485.28,0,C,42988,39.75,2.5140000000000002,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324
286734,30,79,2010-02-26,5530.31,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286733,30,74,2010-02-26,507.34,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286732,30,72,2010-02-26,113.68,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286731,30,67,2010-02-26,1085.41,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286730,30,60,2010-02-26,1020.8,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286725,30,44,2010-02-26,-3.97,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286728,30,56,2010-02-26,7.45,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286727,30,52,2010-02-26,23.53,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286726,30,46,2010-02-26,7677.07,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286735,30,80,2010-02-26,7218.75,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286729,30,59,2010-02-26,231.67,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286736,30,81,2010-02-26,12872.09,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286741,30,90,2010-02-26,38722.35,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286738,30,83,2010-02-26,2089.72,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286739,30,85,2010-02-26,115.86,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286740,30,87,2010-02-26,290.62,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286749,30,98,2010-02-26,3289.36,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286742,30,91,2010-02-26,34684.91,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286743,30,92,2010-02-26,60293.6,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286744,30,93,2010-02-26,21517.39,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286745,30,94,2010-02-26,25742.84,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286746,30,95,2010-02-26,48216.18,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286747,30,96,2010-02-26,17157.31,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286724,30,42,2010-02-26,62.39,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286737,30,82,2010-02-26,4136.93,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286748,30,97,2010-02-26,13129.56,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286723,30,41,2010-02-26,7.0,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286721,30,38,2010-02-26,66184.41,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286722,30,40,2010-02-26,26309.91,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286698,30,1,2010-02-26,10099.28,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286699,30,2,2010-02-26,14844.11,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286700,30,3,2010-02-26,916.93,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286701,30,4,2010-02-26,14173.97,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286702,30,5,2010-02-26,180.0,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286703,30,6,2010-02-26,9.88,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286705,30,8,2010-02-26,13877.51,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286706,30,9,2010-02-26,53.89,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286707,30,10,2010-02-26,166.21,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286708,30,11,2010-02-26,790.88,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286704,30,7,2010-02-26,492.92,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286710,30,13,2010-02-26,13416.17,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286709,30,12,2010-02-26,36.7,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286719,30,31,2010-02-26,75.0,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286718,30,28,2010-02-26,160.0,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286717,30,25,2010-02-26,52.5,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286716,30,24,2010-02-26,4.75,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286720,30,32,2010-02-26,15.0,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286714,30,18,2010-02-26,27.68,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286713,30,17,2010-02-26,247.18,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286712,30,16,2010-02-26,1288.44,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286711,30,14,2010-02-26,1138.6,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286715,30,21,2010-02-26,2028.64,0,C,42988,45.31,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,210.97595730000003,8.324
286786,30,81,2010-03-05,12858.56,0,C,42988,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324
286777,30,46,2010-03-05,7642.79,0,C,42988,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324
286778,30,52,2010-03-05,26.36,0,C,42988,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324
286779,30,59,2010-03-05,219.18,0,C,42988,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324
